Address,Case Number,Crime Against,Measure Names,Neighborhood,Occur Date,Occur Time,Offense Category,Offense Type,Offense Count
NULL,16-X4612657,Person,No Measure Value,South Portland,06/30/16,1530,Sex Offenses,Rape,1
NULL,16-X4617912,Person,No Measure Value,South Portland,07/10/16,1550,Sex Offenses,Rape,1
NULL,16-X4640985,Person,No Measure Value,South Portland,08/11/16,2140,Assault Offenses,Intimidation,1
NULL,16-X4642254,Person,No Measure Value,South Portland,08/14/16,659,Assault Offenses,Aggravated Assault,1
NULL,16-X4648814,Person,No Measure Value,South Portland,08/21/16,600,Sex Offenses,Rape,1
NULL,16-X4648814,Property,No Measure Value,South Portland,08/21/16,600,Larceny Offenses,All Other Larceny,1
NULL,16-X4652394,Person,No Measure Value,South Portland,08/27/16,237,Assault Offenses,Simple Assault,1
NULL,16-X4659633,Person,No Measure Value,South Portland,09/01/16,2300,Sex Offenses,Rape,1
NULL,16-X4664173,Person,No Measure Value,South Portland,09/11/16,400,Assault Offenses,Intimidation,1
NULL,16-X4668961,Person,No Measure Value,South Portland,09/18/16,2209,Assault Offenses,Aggravated Assault,1
NULL,16-X4673627,Person,No Measure Value,South Portland,09/24/16,1538,Assault Offenses,Simple Assault,1
NULL,16-X4679407,Person,No Measure Value,South Portland,10/02/16,205,Assault Offenses,Intimidation,1
NULL,16-X4681297,Property,No Measure Value,South Portland,10/04/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
NULL,16-X4690179,Person,No Measure Value,South Portland,10/15/16,1041,Assault Offenses,Intimidation,1
NULL,16-X4699146,Person,No Measure Value,South Portland,10/26/16,2345,Assault Offenses,Intimidation,1
NULL,16-X4705779,Property,No Measure Value,South Portland,11/05/16,200,Burglary,Burglary,1
NULL,16-X4705779,Property,No Measure Value,South Portland,11/05/16,200,Larceny Offenses,All Other Larceny,1
NULL,16-X4705779,Property,No Measure Value,South Portland,11/05/16,200,Motor Vehicle Theft,Motor Vehicle Theft,1
NULL,16-X4705779,Property,No Measure Value,South Portland,11/05/16,200,Vandalism,Vandalism,1
NULL,16-X4713338,Society,No Measure Value,South Portland,10/27/16,1538,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
NULL,16-X4728840,Person,No Measure Value,South Portland,12/07/16,703,Assault Offenses,Aggravated Assault,1
NULL,16-X4729060,Person,No Measure Value,South Portland,12/07/16,334,Sex Offenses,Sodomy,1
700 BLOCK OF SW MILES ST,17-2249,Property,No Measure Value,South Portland,12/31/16,10,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
5000 BLOCK OF SW VIEW POINT TER,17-4851,Property,No Measure Value,South Portland,01/03/17,1800,Vandalism,Vandalism,1
0 BLOCK OF SW ARTHUR ST,17-5185,Person,No Measure Value,South Portland,01/06/17,40,Assault Offenses,Aggravated Assault,1
500 BLOCK OF SW TEXAS ST,17-8974,Property,No Measure Value,South Portland,01/10/17,1,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 4TH AVE,17-13210,Property,No Measure Value,South Portland,01/14/17,200,Larceny Offenses,Theft From Building,1
7200 BLOCK OF SW MACADAM AVE,17-18540,Property,No Measure Value,South Portland,01/19/17,1400,Motor Vehicle Theft,Motor Vehicle Theft,1
4800 BLOCK OF SW BARBUR BLVD,17-19819,Property,No Measure Value,South Portland,01/10/17,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
0 BLOCK OF SW CURRY ST,17-22313,Property,No Measure Value,South Portland,01/23/17,1805,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3700 BLOCK OF SW HOOD AVE,17-23076,Property,No Measure Value,South Portland,12/07/16,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
6600 BLOCK OF SW MACADAM AVE,17-23219,Property,No Measure Value,South Portland,01/23/17,1745,Motor Vehicle Theft,Motor Vehicle Theft,1
3200 BLOCK OF SW CORBETT AVE,17-26184,Property,No Measure Value,South Portland,01/26/17,2200,Motor Vehicle Theft,Motor Vehicle Theft,1
0 BLOCK OF SW PORTER ST,17-27453,Property,No Measure Value,South Portland,01/27/17,800,Motor Vehicle Theft,Motor Vehicle Theft,1
2400 BLOCK OF SW 5TH AVE,17-28922,Property,No Measure Value,South Portland,01/29/17,2020,Burglary,Burglary,1
6400 BLOCK OF SW MACADAM AVE,17-30492,Property,No Measure Value,South Portland,01/30/17,2000,Burglary,Burglary,1
5000 BLOCK OF SW CORBETT AVE,17-31657,Property,No Measure Value,South Portland,01/31/17,1400,Larceny Offenses,All Other Larceny,1
500 BLOCK OF SW FLORIDA ST,17-32018,Property,No Measure Value,South Portland,02/01/17,1709,Fraud Offenses,Identity Theft,1
0 BLOCK OF SW PORTER ST,17-33395,Property,No Measure Value,South Portland,02/02/17,2300,Vandalism,Vandalism,1
SW VIRGINIA AVE / SW DAKOTA ST,17-35041,Property,No Measure Value,South Portland,02/02/17,1700,Motor Vehicle Theft,Motor Vehicle Theft,1
600 BLOCK OF SW LOWELL ST,17-36699,Property,No Measure Value,South Portland,02/03/17,1630,Vandalism,Vandalism,1
SW MEADE ST / SW 1ST AVE,17-36883,Property,No Measure Value,South Portland,02/06/17,555,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,17-38926,Property,No Measure Value,South Portland,12/15/16,0,Larceny Offenses,All Other Larceny,1
SW SHERIDAN ST / SW BARBUR BLVD,17-40415,Property,No Measure Value,South Portland,02/09/17,2035,Larceny Offenses,Theft From Motor Vehicle,1
4400 BLOCK OF SW CORBETT AVE,17-41184,Property,No Measure Value,South Portland,02/10/17,1430,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW MACADAM AVE,17-44088,Property,No Measure Value,South Portland,02/10/17,1800,Burglary,Burglary,1
5800 BLOCK OF SW RIVERPOINT LN,17-44297,Property,No Measure Value,South Portland,02/13/17,100,Burglary,Burglary,1
400 BLOCK OF SW HAMILTON CT,17-46088,Person,No Measure Value,South Portland,02/15/17,750,Assault Offenses,Simple Assault,4
0 BLOCK OF SW PORTER ST,17-46450,Property,No Measure Value,South Portland,09/19/16,1400,Fraud Offenses,Identity Theft,1
100 BLOCK OF SW MEADE ST,17-48107,Property,No Measure Value,South Portland,02/17/17,130,Larceny Offenses,Theft From Motor Vehicle,1
SW CORBETT AVE / SW MEADE ST,17-48142,Property,No Measure Value,South Portland,02/17/17,130,Vandalism,Vandalism,1
6400 BLOCK OF SW MACADAM AVE,17-51341,Property,No Measure Value,South Portland,02/18/17,1530,Burglary,Burglary,1
7600 BLOCK OF SW HOOD AVE,17-53358,Property,No Measure Value,South Portland,02/21/17,1200,Fraud Offenses,Identity Theft,1
SW WHITAKER ST / SW MOODY AVE,17-53465,Property,No Measure Value,South Portland,02/22/17,910,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW LOWELL ST,17-55006,Person,No Measure Value,South Portland,02/22/17,2100,Assault Offenses,Intimidation,1
7200 BLOCK OF SW VIRGINIA AVE,17-57048,Property,No Measure Value,South Portland,02/24/17,1145,Fraud Offenses,Identity Theft,1
7200 BLOCK OF SW VIRGINIA AVE,17-57048,Property,No Measure Value,South Portland,02/24/17,1145,Larceny Offenses,Theft From Motor Vehicle,1
6200 BLOCK OF SW MACADAM AVE,17-61139,Property,No Measure Value,South Portland,03/01/17,401,Larceny Offenses,All Other Larceny,1
7700 BLOCK OF SW MACADAM AVE,17-61507,Property,No Measure Value,South Portland,02/28/17,2030,Vandalism,Vandalism,1
3500 BLOCK OF SW BOND AVE,17-68373,Property,No Measure Value,South Portland,10/01/16,800,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,17-76054,Property,No Measure Value,South Portland,03/13/17,2254,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW PORTER ST,17-77663,Property,No Measure Value,South Portland,03/14/17,2300,Larceny Offenses,Theft From Motor Vehicle,1
SW WATER AVE / SW SHERIDAN ST,17-78460,Property,No Measure Value,South Portland,03/15/17,1100,Fraud Offenses,Identity Theft,1
SW WATER AVE / SW SHERIDAN ST,17-78460,Property,No Measure Value,South Portland,03/15/17,1100,Larceny Offenses,Theft From Motor Vehicle,1
3600 BLOCK OF SW BOND AVE,17-80374,Property,No Measure Value,South Portland,03/17/17,1330,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,17-81653,Person,No Measure Value,South Portland,03/17/17,2130,Assault Offenses,Simple Assault,1
100 BLOCK OF SW HOOKER ST,17-82362,Property,No Measure Value,South Portland,03/19/17,515,Burglary,Burglary,1
4900 BLOCK OF SW BARBUR BLVD,17-83340,Property,No Measure Value,South Portland,03/20/17,513,Vandalism,Vandalism,1
4900 BLOCK OF SW BARBUR BLVD,17-83819,Person,No Measure Value,South Portland,03/20/17,1515,Assault Offenses,Intimidation,1
4900 BLOCK OF SW BARBUR BLVD,17-83819,Property,No Measure Value,South Portland,03/20/17,1515,Vandalism,Vandalism,1
5300 BLOCK OF SW MACADAM AVE,17-83918,Property,No Measure Value,South Portland,03/20/17,1652,Larceny Offenses,Shoplifting,1
4300 BLOCK OF SW MACADAM AVE,17-84216,Property,No Measure Value,South Portland,03/20/17,2000,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,17-84662,Property,No Measure Value,South Portland,03/20/17,1530,Burglary,Burglary,1
300 BLOCK OF SW GAINES ST,17-86319,Property,No Measure Value,South Portland,03/21/17,1730,Motor Vehicle Theft,Motor Vehicle Theft,1
4300 BLOCK OF SW MACADAM AVE,17-86800,Property,No Measure Value,South Portland,03/23/17,812,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
6900 BLOCK OF SW CORBETT AVE,17-88339,Property,No Measure Value,South Portland,02/10/17,1200,Fraud Offenses,Identity Theft,1
4500 BLOCK OF SW WATER AVE,17-89493,Property,No Measure Value,South Portland,03/25/17,1230,Burglary,Burglary,1
SW CAPITOL HWY / SW BARBUR BLVD,17-90454,Property,No Measure Value,South Portland,03/19/17,900,Motor Vehicle Theft,Motor Vehicle Theft,1
7200 BLOCK OF SW CORBETT AVE,17-90735,Property,No Measure Value,South Portland,03/17/17,1200,Burglary,Burglary,1
4600 BLOCK OF SW KELLY AVE,17-98901,Property,No Measure Value,South Portland,03/31/17,1700,Vandalism,Vandalism,1
6400 BLOCK OF SW CORBETT AVE,17-100722,Property,No Measure Value,South Portland,04/04/17,426,Vandalism,Vandalism,1
I5 FWY SB AT / MP298,17-103250,Property,No Measure Value,South Portland,04/04/17,1945,Vandalism,Vandalism,1
5900 BLOCK OF SW HOOD AVE,17-105815,Property,No Measure Value,South Portland,04/07/17,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
4500 BLOCK OF SW KELLY AVE,17-109252,Property,No Measure Value,South Portland,04/09/17,0,Larceny Offenses,All Other Larceny,1
3600 BLOCK OF SW HOOD AVE,17-112350,Property,No Measure Value,South Portland,04/13/17,2300,Motor Vehicle Theft,Motor Vehicle Theft,1
3300 BLOCK OF SW BARBUR BLVD,17-113657,Property,No Measure Value,South Portland,04/15/17,828,Burglary,Burglary,1
400 BLOCK OF SW HAMILTON CT,17-114862,Property,No Measure Value,South Portland,04/16/17,944,Vandalism,Vandalism,1
600 BLOCK OF SW LOWELL ST,17-115585,Property,No Measure Value,South Portland,04/11/17,1,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
600 BLOCK OF SW LOWELL ST,17-115585,Property,No Measure Value,South Portland,04/11/17,1,Fraud Offenses,Identity Theft,1
700 BLOCK OF SW BANCROFT ST,17-119807,Person,No Measure Value,South Portland,04/20/17,1621,Assault Offenses,Intimidation,1
SW VIRGINIA AVE / SW CAROLINA ST,17-125854,Property,No Measure Value,South Portland,04/19/17,1200,Vandalism,Vandalism,1
6600 BLOCK OF SW VIEW POINT TER,17-128710,Property,No Measure Value,South Portland,04/28/17,703,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW CUSTER ST,17-128716,Property,No Measure Value,South Portland,04/27/17,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
5400 BLOCK OF SW VIEW POINT TER,17-129650,Property,No Measure Value,South Portland,04/27/17,1930,Motor Vehicle Theft,Motor Vehicle Theft,1
4300 BLOCK OF SW CORBETT AVE,17-134380,Society,No Measure Value,South Portland,05/02/17,2339,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
6400 BLOCK OF SW BEAVER AVE,17-137324,Person,No Measure Value,South Portland,05/05/17,604,Assault Offenses,Intimidation,1
6500 BLOCK OF SW VIRGINIA AVE,17-141049,Property,No Measure Value,South Portland,05/07/17,1700,Burglary,Burglary,1
4900 BLOCK OF SW VIEW POINT TER,17-141287,Property,No Measure Value,South Portland,05/04/17,1900,Larceny Offenses,Theft From Motor Vehicle,1
300 BLOCK OF SW LANE ST,17-141538,Property,No Measure Value,South Portland,05/07/17,2300,Larceny Offenses,All Other Larceny,1
3200 BLOCK OF SW BARBUR BLVD,17-144598,Property,No Measure Value,South Portland,05/09/17,2157,Burglary,Burglary,1
3200 BLOCK OF SW BARBUR BLVD,17-144598,Property,No Measure Value,South Portland,05/09/17,2157,Motor Vehicle Theft,Motor Vehicle Theft,1
5700 BLOCK OF SW RIVERPOINT LN,17-150396,Property,No Measure Value,South Portland,01/16/17,1500,Larceny Offenses,All Other Larceny,1
SW MOODY AVE / SW MEADE ST,17-150882,Property,No Measure Value,South Portland,05/16/17,2126,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW WATER AVE,17-157137,Property,No Measure Value,South Portland,05/21/17,2000,Vandalism,Vandalism,1
7300 BLOCK OF SW VIRGINIA AVE,17-159579,Property,No Measure Value,South Portland,05/23/17,2133,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
6300 BLOCK OF SW CORBETT AVE,17-162762,Property,No Measure Value,South Portland,05/25/17,1900,Vandalism,Vandalism,1
3600 BLOCK OF SW RIVER PKWY,17-162893,Property,No Measure Value,South Portland,05/26/17,1135,Burglary,Burglary,1
6000 BLOCK OF SW VIEW POINT TER,17-168532,Property,No Measure Value,South Portland,05/31/17,24,Larceny Offenses,Theft From Motor Vehicle,1
5900 BLOCK OF SW VIEW POINT TER,17-168797,Property,No Measure Value,South Portland,05/31/17,30,Vandalism,Vandalism,1
8400 BLOCK OF SW MACADAM AVE,17-170827,Property,No Measure Value,South Portland,06/01/17,1840,Larceny Offenses,Theft From Building,1
100 BLOCK OF SW ARTHUR ST,17-175073,Property,No Measure Value,South Portland,06/02/17,1530,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,17-176188,Property,No Measure Value,South Portland,06/06/17,125,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW BANCROFT ST,17-176311,Property,No Measure Value,South Portland,06/04/17,1500,Motor Vehicle Theft,Motor Vehicle Theft,1
8400 BLOCK OF SW MACADAM AVE,17-177323,Property,No Measure Value,South Portland,06/06/17,2251,Vandalism,Vandalism,1
0 BLOCK OF SW PORTER ST,17-178719,Society,No Measure Value,South Portland,06/08/17,234,Weapon Law Violations,Weapons Law Violations,1
3500 BLOCK OF SW BOND AVE,17-181897,Property,No Measure Value,South Portland,06/09/17,2100,Burglary,Burglary,1
5000 BLOCK OF SW VIEW POINT TER,17-182964,Property,No Measure Value,South Portland,06/10/17,1700,Motor Vehicle Theft,Motor Vehicle Theft,1
5700 BLOCK OF SW CORBETT AVE,17-183031,Property,No Measure Value,South Portland,06/11/17,1,Larceny Offenses,Theft From Motor Vehicle,1
6800 BLOCK OF SW MACADAM AVE,17-184146,Property,No Measure Value,South Portland,06/10/17,2159,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,17-186479,Property,No Measure Value,South Portland,06/13/17,1400,Motor Vehicle Theft,Motor Vehicle Theft,1
5900 BLOCK OF SW CORBETT AVE,17-186689,Property,No Measure Value,South Portland,06/10/17,0,Larceny Offenses,Theft From Motor Vehicle,1
6600 BLOCK OF SW MACADAM AVE,17-187159,Property,No Measure Value,South Portland,06/14/17,2049,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
7100 BLOCK OF SW LAVIEW DR,17-190619,Property,No Measure Value,South Portland,06/17/17,1808,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
SW HAMILTON ST / SW BARBUR BLVD,17-192317,Property,No Measure Value,South Portland,06/19/17,1930,Vandalism,Vandalism,1
3500 BLOCK OF SW BOND AVE,17-192811,Property,No Measure Value,South Portland,06/14/17,1830,Burglary,Burglary,1
0 BLOCK OF SW PORTER ST,17-194120,Property,No Measure Value,South Portland,06/19/17,2300,Larceny Offenses,Theft From Motor Vehicle,1
5700 BLOCK OF SW HOOD AVE,17-194212,Property,No Measure Value,South Portland,01/01/16,700,Embezzlement,Embezzlement,1
200 BLOCK OF SW HOOKER ST,17-195325,Property,No Measure Value,South Portland,06/21/17,30,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW LOWELL ST,17-195602,Property,No Measure Value,South Portland,06/11/17,2300,Burglary,Burglary,1
3500 BLOCK OF SW BOND AVE,17-200265,Property,No Measure Value,South Portland,06/25/17,826,Burglary,Burglary,1
0 BLOCK OF SW CUSTER ST,17-203814,Property,No Measure Value,South Portland,06/27/17,2200,Burglary,Burglary,1
5500 BLOCK OF SW MACADAM AVE,17-205313,Property,No Measure Value,South Portland,06/21/17,900,Vandalism,Vandalism,1
7400 BLOCK OF SW VIRGINIA AVE,17-215508,Property,No Measure Value,South Portland,07/07/17,821,Burglary,Burglary,1
400 BLOCK OF SW HAMILTON CT,17-216930,Property,No Measure Value,South Portland,07/08/17,938,Vandalism,Vandalism,1
4700 BLOCK OF SW 2ND CT,17-220184,Property,No Measure Value,South Portland,07/10/17,1830,Larceny Offenses,Theft From Motor Vehicle,1
4500 BLOCK OF SW KELLY AVE,17-222519,Property,No Measure Value,South Portland,07/11/17,1600,Burglary,Burglary,1
SW SWEENEY ST / SW HOOD AVE,17-222630,Property,No Measure Value,South Portland,07/12/17,1657,Motor Vehicle Theft,Motor Vehicle Theft,1
3500 BLOCK OF SW RIVER PKWY,17-223224,Property,No Measure Value,South Portland,07/12/17,1300,Burglary,Burglary,1
4700 BLOCK OF SW SLAVIN RD,17-225897,Property,No Measure Value,South Portland,07/15/17,825,Larceny Offenses,Theft From Building,1
3900 BLOCK OF SW CORBETT AVE,17-226489,Property,No Measure Value,South Portland,07/15/17,1620,Burglary,Burglary,1
7300 BLOCK OF SW BRIER PL,17-227565,Property,No Measure Value,South Portland,07/16/17,1619,Robbery,Robbery,1
600 BLOCK OF SW LOWELL ST,17-229564,Property,No Measure Value,South Portland,07/14/17,0,Larceny Offenses,Theft From Building,1
5000 BLOCK OF SW VIEW POINT TER,17-230838,Property,No Measure Value,South Portland,07/18/17,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3000 BLOCK OF SW MOODY AVE,17-236906,Property,No Measure Value,South Portland,07/22/17,1200,Larceny Offenses,All Other Larceny,1
7500 BLOCK OF SW MILES PL,17-237070,Property,No Measure Value,South Portland,01/01/17,1029,Larceny Offenses,All Other Larceny,1
5900 BLOCK OF SW RIVERIDGE LN,17-238202,Property,No Measure Value,South Portland,07/24/17,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
SW PORTER ST / SW 2ND AVE,17-238770,Property,No Measure Value,South Portland,07/25/17,1545,Fraud Offenses,Identity Theft,1
SW PORTER ST / SW 2ND AVE,17-238770,Property,No Measure Value,South Portland,07/25/17,1545,Larceny Offenses,Theft From Motor Vehicle,1
SW SHERIDAN ST / SW MOODY AVE,17-247244,Property,No Measure Value,South Portland,08/01/17,916,Larceny Offenses,All Other Larceny,1
5000 BLOCK OF SW VIEW POINT TER,17-251966,Property,No Measure Value,South Portland,08/04/17,1907,Larceny Offenses,All Other Larceny,1
6700 BLOCK OF SW VIRGINIA AVE,17-254565,Property,No Measure Value,South Portland,08/06/17,2312,Burglary,Burglary,1
6700 BLOCK OF SW VIRGINIA AVE,17-254565,Property,No Measure Value,South Portland,08/06/17,2312,Motor Vehicle Theft,Motor Vehicle Theft,1
5400 BLOCK OF SW VIEW POINT TER,17-255043,Property,No Measure Value,South Portland,08/07/17,1114,Burglary,Burglary,1
800 BLOCK OF SW GAINES ST,17-256314,Property,No Measure Value,South Portland,08/05/17,1700,Burglary,Burglary,1
2300 BLOCK OF SW 6TH AVE,17-257486,Property,No Measure Value,South Portland,08/09/17,910,Larceny Offenses,Theft From Motor Vehicle,1
3500 BLOCK OF SW BOND AVE,17-257764,Property,No Measure Value,South Portland,05/08/17,0,Burglary,Burglary,1
3600 BLOCK OF SW HOOD AVE,17-261369,Property,No Measure Value,South Portland,08/11/17,2300,Larceny Offenses,Theft From Motor Vehicle,1
7100 BLOCK OF SW MACADAM AVE,17-264132,Property,No Measure Value,South Portland,08/13/17,1419,Fraud Offenses,Hacking/Computer Invasion,1
7100 BLOCK OF SW MACADAM AVE,17-264132,Property,No Measure Value,South Portland,08/13/17,1419,Fraud Offenses,Identity Theft,1
SW CARUTHERS ST / SW 4TH AVE,17-266087,Society,No Measure Value,South Portland,08/15/17,2258,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
300 BLOCK OF SW WHITAKER ST,17-270514,Property,No Measure Value,South Portland,08/19/17,817,Motor Vehicle Theft,Motor Vehicle Theft,1
600 BLOCK OF SW GAINES ST,17-274258,Property,No Measure Value,South Portland,08/16/17,1700,Larceny Offenses,All Other Larceny,1
0 BLOCK OF SW GIBBS ST,17-275419,Property,No Measure Value,South Portland,08/20/17,0,Vandalism,Vandalism,1
4900 BLOCK OF SW BARBUR BLVD,17-275805,Person,No Measure Value,South Portland,08/23/17,1720,Assault Offenses,Aggravated Assault,1
4900 BLOCK OF SW BARBUR BLVD,17-275805,Property,No Measure Value,South Portland,08/23/17,1720,Vandalism,Vandalism,1
4300 BLOCK OF SW MACADAM AVE,17-276606,Property,No Measure Value,South Portland,08/24/17,330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
4300 BLOCK OF SW MACADAM AVE,17-276606,Property,No Measure Value,South Portland,08/24/17,330,Vandalism,Vandalism,1
0 BLOCK OF SW ARTHUR ST,17-277777,Property,No Measure Value,South Portland,08/25/17,330,Larceny Offenses,Shoplifting,1
2700 BLOCK OF SW KELLY AVE,17-283077,Property,No Measure Value,South Portland,08/28/17,600,Motor Vehicle Theft,Motor Vehicle Theft,1
2400 BLOCK OF SW 5TH AVE,17-283582,Property,No Measure Value,South Portland,08/29/17,1800,Larceny Offenses,All Other Larceny,1
3200 BLOCK OF SW CORBETT AVE,17-292426,Property,No Measure Value,South Portland,08/16/17,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
3200 BLOCK OF SW CORBETT AVE,17-292426,Property,No Measure Value,South Portland,08/16/17,1200,Fraud Offenses,Identity Theft,1
2400 BLOCK OF SW 5TH AVE,17-297205,Property,No Measure Value,South Portland,09/09/17,1027,Burglary,Burglary,1
3300 BLOCK OF SW WATER AVE,17-298442,Property,No Measure Value,South Portland,09/09/17,2230,Vandalism,Vandalism,1
